,item_name,item_area,item_avg_rating,item_spec_area,user_name,user_tot_avg_rating,user_tot_rating_num,user_tot_follow_num,user_rating,user_query,taste,price,service,menu,date
37,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
둡둡
",3.9,159,11,5점,"국밥에 들어있는 고기가 너무 맛있어요!
먹어본 국밥 중 가장 맛있습니다.
광안리에 오신다면 꼭 드셔보세요.        ",맛: 좋음,가격: 만족,응대: 좋음,"항정국밥, 고기국밥",2025년 7월 16일
38,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
주구미
",4.8,24,0,5점,양이 우선 정말 많아요 배가 엄청 고팠는데도 고기 다 못 먹고 남겼어요 또 고기도 두툼하고 묵직한게 정말 푸짐했어요 국물은 당연히 진했어요! 깍두기랑 김치는 처음이 주시고 이후론 셀프였는데 푸짐하게 눈치 안보고 가져다 먹어서 좋았습니다 ㅎㅎ 평일 오후에 가서 웨이팅 없이 바로 먹었어요 하지만 6시 넘어가니 손님들이 많이 오더라구요 웨이팅은 그래도 없던데 늘 사람 많은 집입니다! 또 서빙해주시는 이모님들도 친절하시고 손발이 척척 맞아서 빠르시더라구요 ㅎㅎ 요새 물가 올랐는데 이 가격에 이 양이면 혜자다 싶었습니다! 다음에 재방문의사 무조건 또 있습니당        ,맛: 좋음,가격: 만족,응대: 좋음,섞어국밥,2023년 1월 25일
39,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
냠냠맛있다
",4.2,328,0,5점,"수변최고 민락점 새벽에가도 사람이 꽤있음
국밥이 깔끔하고 국물이맛있음        ",맛: 좋음,가격: 만족,응대: 좋음,"항정국밥, 고기국밥, 맛보기수육",2025년 4월 13일
40,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
주먹밥쿵야
",4.4,134,2,5점,국밥 먹으러 부산 가는 이유를 알 것 같았어요ㅎㅎ 국물이 깊고 진해 맛있었습니다! 웨이팅이 있어서 미리 캐치테이블 하고 가시는 걸 추천드려요!        ,맛: 좋음,가격: 만족,응대: 좋음,고기국밥,2024년 11월 22일
41,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
쿠쥬레코멘드
",4.0,80,0,4점,관광객분들이 정말 많이 찾는 맛집이고 혼자 식사하시는 분도 계실 정도로 맛도 좋고 푸짐해요        ,맛: 좋음,가격: 만족,응대: 보통,고기국밥,2025년 7월 31일
42,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
냠재
",4.7,12,0,4.5점,"테이블링 원격줄서기 이용하세요.
워크인으로 대기하면 주말 점심 기준 최소2시간 이상 대기입니다.
맛이나 양은 만족하나, 2명이서 국밥 +  수육까지는 양이 너무 많네요        ",맛: 좋음,가격: 만족,응대: 좋음,"고기국밥, 맛보기항정",2025년 2월 16일
43,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
이저미
",4.9,15,0,5점,"부산 현지인에게 추천받아서 가봤는데, 항정국밥 고기 양도 많고 국물도 진해요! 맛있어용 추천합니다 !!        ",맛: 좋음,가격: 만족,응대: 좋음,"항정국밥, 맛보기항정",2024년 5월 30일
44,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
깡져니
",4.7,54,1,5점,웨이팅이 너무 많지만 진짜 항정살 가득에 뽀얀국물이 맛있어서 한번쯤 먹을만한 곳이에요! 앞에 공영주차장있으니 참고하세요~        ,맛: 좋음,가격: 만족,응대: 보통,항정국밥,2024년 8월 19일
45,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
코코다솜
",3.9,14,0,5점,"웨이팅해서 먹을만한 맛입니다!
테이블링이 있어서 미리 대기
걸고 먹으러 가면 좋고 국밥도 기대이상으로 맛있었어요!        ",맛: 좋음,가격: 보통,응대: 보통,"항정국밥, 섞어국밥",2024년 3월 19일
46,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
여니룽
",4.0,361,0,4점,"담백하고 구수한 국물이 좋았습니다
생각보다 느끼하지 않았어요
어플로 웨이팅 미리 등록하고 방문하세요        ",맛: 좋음,가격: 보통,응대: 좋음,"항정국밥, 고기국밥",2024년 11월 5일
47,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
승퐁
",4.2,284,0,5점,유명한 국밥집! 항정국밥 진짜 맛있고 양도 엄청 많아요!! 다만 먹다보면 조금 느끼할 수는 있어요! 테이블링 미리 하고 가시는걸 추천합니다!        ,맛: 좋음,가격: 만족,응대: 보통,항정국밥,2024년 4월 24일
48,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
다코미식가
소풍
",3.6,927,76,5점,부산에 있는 돼지국밥집. 와우 아주 맛나다. 담백 고소 그자체다 느끼하지 않고 텁텁하지 않다. 순대도 고소 자꾸 당긴다        ,맛: 좋음,가격: 만족,응대: 좋음,"항정국밥, 순대(중)",2023년 10월 29일
49,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
배추팔구
",4.3,103,1,5점,"항정국밥 확실히 부드럽고 맛있었음
서울엔 없는 맛
다음엔 수육!        ",맛: 좋음,가격: 만족,응대: 좋음,항정국밥,2024년 9월 6일
50,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
미식가냐옹
",4.0,34,0,5점,"쯔양 유튭보고 바로 옴 
국물이 매우 진하고 비린 맛이 없음 강추        ",맛: 좋음,가격: 보통,응대: 보통,"항정국밥, 섞어국밥",2025년 7월 13일
51,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
꿀똥
",4.5,31,0,4점,웨이팅 안하고가면 오래 걸려서 미리 웨이팅하고 가는걸 추천드리고 안에 고기가 푸짐하게 들어있는데 항정국밥은 좀 느끼해서 제 입맛에는 그냥 고기국밥이 더 맛있었어요        ,맛: 좋음,가격: 보통,응대: 보통,"고기국밥, 항정국밥, 맛보기수육",2024년 3월 26일
52,수변최고돼지국밥 민락본점,광안리,4.5,부산 수영구 민락동 110-54,"
pakhobak
",4.6,24,0,4점,"웨이팅 엄청나요. 맛은 있습니다.
항정국밥 사진은 못찍었는데 항정이다보니 좀 느끼함.        ",맛: 좋음,가격: 보통,응대: 좋음,"항정국밥, 고기국밥",2024년 9월 23일
